text	domain	intent	target
play vinyl jazz on iheartradio.	MEDIACONTROL	play_media	media control. play media
play emmylou harris.	MEDIACONTROL	play_media	media control. play media
play music by zoe keating.	MEDIACONTROL	play_media	media control. play media
play Bing Crosby.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
what's the weather for saturday?	WEATHER	weather_default	weather. weather default
tune into k love.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
set bedroom light to 100%.	HOMEAUTOMATION	set_device	home automation. set device
media control. volume up	MEDIACONTROL	volume_up	media control. volume up
play terror junior.	MEDIACONTROL	play_media	media control. play media
call mommy.	COMMUNICATION	make_call	communication. make call
keep playing.	MEDIACONTROL	resume	media control. resume
media control. play media	MEDIACONTROL	play_media	media control. play media
happy.	OTHER	other	other. other
media control. volume up	MEDIACONTROL	volume_up	media control. volume up
play The Rolling Stones.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
set a reminder for 15 minutes.	REMINDER	create_single_reminder	reminder. create single reminder
what's the date today?	OTHER	other	other. other
other. other	OTHER	other	other. other
play run baby run by caspar babypants.	MEDIACONTROL	play_media	media control. play media
go to the next track.	MEDIACONTROL	skip_forward	media control. skip forward
other. other	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
play some music b****.	MEDIACONTROL	play_media	media control. play media
where my packages?	OTHER	other	other. other
can you play 98.1 the breeze on iheartradio?	MEDIACONTROL	play_media	media control. play media
play r&b christmas music.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
on device. sleep	ONDEVICE	sleep	on device. sleep
play 93.3 fm.	MEDIACONTROL	play_media	media control. play media
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
media control. play media	MEDIACONTROL	play_media	media control. play media
weather. weather default	WEATHER	weather_default	weather. weather default
media control. play media	MEDIACONTROL	play_media	media control. play media
home automation. turn off	HOMEAUTOMATION	turn_off	home automation. turn off
home automation. set device	HOMEAUTOMATION	set_device	home automation. set device
play some trap music.	MEDIACONTROL	play_media	media control. play media
how is the weather in london?	WEATHER	weather_default	weather. weather default
is it gonna rain tonight?	WEATHER	weather_default	weather. weather default
home automation. turn down	HOMEAUTOMATION	turn_down	home automation. turn down
alarm. set timer	ALARM	set_timer	alarm. set timer
other. other	OTHER	other	other. other
note. add to note	NOTE	add_to_note	note. add to note
when is the first day of spring?	OTHER	other	other. other
home automation. turn on	HOMEAUTOMATION	turn_on	home automation. turn on
media control. play media	MEDIACONTROL	play_media	media control. play media
alarm. time remaining	ALARM	time_remaining	alarm. time remaining
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. skip forward	MEDIACONTROL	skip_forward	media control. skip forward
how fast is the wind blowing?	WEATHER	weather_default	weather. weather default
play classical jazz.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
turn on my light off.	HOMEAUTOMATION	turn_off	home automation. turn off
play 670 the score.	MEDIACONTROL	play_media	media control. play media
what happened?	OTHER	other	other. other
other. other	OTHER	other	other. other
play Erykah Badu.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
timer 3 minutes.	ALARM	set_timer	alarm. set timer
play let it be.	MEDIACONTROL	play_media	media control. play media
play tame impala.	MEDIACONTROL	play_media	media control. play media
other. other	OTHER	other	other. other
play adventure club.	MEDIACONTROL	play_media	media control. play media
other. other	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
home automation. turn off	HOMEAUTOMATION	turn_off	home automation. turn off
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
turn master bedroom lights to 10%.	HOMEAUTOMATION	set_device	home automation. set device
turn the sound down.	MEDIACONTROL	volume_down	media control. volume down
other. other	OTHER	other	other. other
set me a timer for 30 minutes.	ALARM	set_timer	alarm. set timer
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
play christian rock.	MEDIACONTROL	play_media	media control. play media
play 90s rock.	MEDIACONTROL	play_media	media control. play media
weather. weather default	WEATHER	weather_default	weather. weather default
other. other	OTHER	other	other. other
set a timer for 31 minutes.	ALARM	set_timer	alarm. set timer
wake me up at 7:20.	ALARM	set_alarm	alarm. set alarm
set an alarm for 3:00:00PM.	ALARM	set_alarm	alarm. set alarm
other. other	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
media control. follow media	MEDIACONTROL	follow_media	media control. follow media
alarm. set timer	ALARM	set_timer	alarm. set timer
next song please.	MEDIACONTROL	skip_forward	media control. skip forward
media control. play media	MEDIACONTROL	play_media	media control. play media
set alarm for 5:30 AM.	ALARM	set_alarm	alarm. set alarm
media control. play media	MEDIACONTROL	play_media	media control. play media
other. other	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
play Boney James.	MEDIACONTROL	play_media	media control. play media
play discover songs.	MEDIACONTROL	play_media	media control. play media
media control. resume	MEDIACONTROL	resume	media control. resume
stop playing the radio.	MEDIACONTROL	stop	media control. stop
play imagine dragons believer.	MEDIACONTROL	play_media	media control. play media
play 100.7.	MEDIACONTROL	play_media	media control. play media
switch the light off.	HOMEAUTOMATION	turn_off	home automation. turn off
hang up.	COMMUNICATION	end_call	communication. end call
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
media control. play media	MEDIACONTROL	play_media	media control. play media
play halo.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
play john denver sunshine on my shoulders.	MEDIACONTROL	play_media	media control. play media
tell me what you'd like me to do.	OTHER	other	other. other
surprise.	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
play Jamie Cullum.	MEDIACONTROL	play_media	media control. play media
play some 1980s rock and roll.	MEDIACONTROL	play_media	media control. play media
alarm. set timer	ALARM	set_timer	alarm. set timer
weather. weather default	WEATHER	weather_default	weather. weather default
play barns courtney.	MEDIACONTROL	play_media	media control. play media
play attention by Charlie Puth.	MEDIACONTROL	play_media	media control. play media
other. other	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. volume up	MEDIACONTROL	volume_up	media control. volume up
play music from the 60s.	MEDIACONTROL	play_media	media control. play media
on device. power off	ONDEVICE	power_off	on device. power off
media control. play media	MEDIACONTROL	play_media	media control. play media
what's on my calendar tomorrow morning?	CALENDAR	find_calendar_entry	calendar. find calendar entry
how's traffic to work?	PLACES	places_default	places. places default
media control. play media	MEDIACONTROL	play_media	media control. play media
taylor.	OTHER	other	other. other
play something else.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
play new kids on the block.	MEDIACONTROL	play_media	media control. play media
turn off hey cortana turn off.	ONDEVICE	close_application	on device. close application
remind me to send a client presentation at 3 pm.	REMINDER	create_single_reminder	reminder. create single reminder
note. create note	NOTE	create_note	note. create note
play a good song.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
set an alarm for 8 o'clock.	ALARM	set_alarm	alarm. set alarm
media control. play media	MEDIACONTROL	play_media	media control. play media
alarm. set timer	ALARM	set_timer	alarm. set timer
what time is it in singapore?	OTHER	other	other. other
places. places default	PLACES	places_default	places. places default
media control. shuffle music	MEDIACONTROL	shuffle_music	media control. shuffle music
other. other	OTHER	other	other. other
turn volume to 10%.	MEDIACONTROL	set_volume	media control. set volume
knock knock.	OTHER	other	other. other
play bone thugs n harmony.	MEDIACONTROL	play_media	media control. play media
weather. weather default	WEATHER	weather_default	weather. weather default
other. other	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
today.	OTHER	other	other. other
play my daily mix 1 on spotify.	MEDIACONTROL	play_media	media control. play media
