text	domain	intent	target
good job.	OTHER	other	other. other
will it snow tonight?	WEATHER	weather_default	weather. weather default
why are you?	OTHER	other	other. other
awesome.	OTHER	other	other. other
give me a fact.	OTHER	other	other. other
tell me about the weather.	WEATHER	weather_default	weather. weather default
put on wnyc.	MEDIACONTROL	play_media	media control. play media
play brookfield.	MEDIACONTROL	play_media	media control. play media
play some brad paisley.	MEDIACONTROL	play_media	media control. play media
power.	OTHER	other	other. other
turn on the room light.	HOMEAUTOMATION	turn_on	home automation. turn on
what's the temperature in boston?	WEATHER	weather_default	weather. weather default
play tracy chapman.	MEDIACONTROL	play_media	media control. play media
put on 101.5.	MEDIACONTROL	play_media	media control. play media
what is time?	OTHER	other	other. other
how old is?	OTHER	other	other. other
do i have any messages?	COMMUNICATION	query_message	communication. query message
make me a sandwich.	OTHER	other	other. other
play the soundtrack to the greatest showman.	MEDIACONTROL	play_media	media control. play media
set thermostat to 71 degrees.	HOMEAUTOMATION	set_device	home automation. set device
restaurants.	PLACES	places_default	places. places default
i'm not.	OTHER	other	other. other
what does santa say?	OTHER	other	other. other
call Sarah.	COMMUNICATION	make_call	communication. make call
how many tablespoons are in a cup?	OTHER	other	other. other
what are the latest news?	OTHER	other	other. other
play ewtn.	MEDIACONTROL	play_media	media control. play media
play music here.	MEDIACONTROL	play_media	media control. play media
set kitchen to 71 degrees.	HOMEAUTOMATION	set_device	home automation. set device
play love songs on spotify.	MEDIACONTROL	play_media	media control. play media
not yet.	OTHER	other	other. other
play slow hands.	MEDIACONTROL	play_media	media control. play media
call you.	OTHER	other	other. other
play y 100.	MEDIACONTROL	play_media	media control. play media
thanks cortana.	OTHER	other	other. other
play iheartradio christmas.	MEDIACONTROL	play_media	media control. play media
play some frank sinatra music.	MEDIACONTROL	play_media	media control. play media
play my songs from spotify.	MEDIACONTROL	play_media	media control. play media
play hawaii public radio.	MEDIACONTROL	play_media	media control. play media
bob.	OTHER	other	other. other
turn off the master bedroom.	HOMEAUTOMATION	turn_off	home automation. turn off
what's the weather in seattle today?	WEATHER	weather_default	weather. weather default
turn off the main light.	HOMEAUTOMATION	turn_off	home automation. turn off
play ?dith piaf.	MEDIACONTROL	play_media	media control. play media
play mpr news on tunein.	MEDIACONTROL	play_news	media control. play news
set alarm for 7 am tomorrow.	ALARM	set_alarm	alarm. set alarm
set the volume to 1%.	MEDIACONTROL	set_volume	media control. set volume
start my day.	ONDEVICE	open_application	on device. open application
take a note.	NOTE	create_note	note. create note
play liam payne.	MEDIACONTROL	play_media	media control. play media
go away.	OTHER	other	other. other
little bit.	OTHER	other	other. other
what's the forecast for the week?	WEATHER	weather_default	weather. weather default
set an alarm for 40 minutes from now.	ALARM	set_alarm	alarm. set alarm
turn off everything.	HOMEAUTOMATION	turn_off	home automation. turn off
open settings.	ONDEVICE	open_setting	on device. open setting
what's the temperature supposed to be tomorrow?	WEATHER	weather_default	weather. weather default
play mariah carey christmas.	MEDIACONTROL	play_media	media control. play media
turn on Master.	MEDIACONTROL	play_media	media control. play media
is it supposed to rain tomorrow?	WEATHER	weather_default	weather. weather default
play today's pop hits.	MEDIACONTROL	play_media	media control. play media
0.291666667	OTHER	other	other. other
set 15 minute timer.	ALARM	set_timer	alarm. set timer
can you find my phone?	ONDEVICE	locate_device	on device. locate device
who is going to win the superbowl?	OTHER	other	other. other
60% volume.	MEDIACONTROL	set_volume	media control. set volume
when will it snow?	WEATHER	question_weather	weather. question weather
turn kitchen light off.	HOMEAUTOMATION	turn_off	home automation. turn off
play valentine's day music.	MEDIACONTROL	play_media	media control. play media
play bocelli.	MEDIACONTROL	play_media	media control. play media
play the clash.	MEDIACONTROL	play_media	media control. play media
play news headlines.	MEDIACONTROL	play_news	media control. play news
turn on the fireplace lights.	HOMEAUTOMATION	turn_on	home automation. turn on
pause the alarm.	ALARM	turn_off_alarm	alarm. turn off alarm
remind me to check on coffee in 6 minutes.	REMINDER	create_single_reminder	reminder. create single reminder
movies.	OTHER	other	other. other
plus.	OTHER	other	other. other
how's the timer?	ALARM	find_timer	alarm. find timer
thursday.	OTHER	other	other. other
play 97.5 the fanatic.	MEDIACONTROL	play_media	media control. play media
play some opera.	MEDIACONTROL	play_media	media control. play media
play religious christmas music.	MEDIACONTROL	play_media	media control. play media
play trance.	MEDIACONTROL	play_media	media control. play media
wake me up at 8:20.	ALARM	set_alarm	alarm. set alarm
play the greatest show.	MEDIACONTROL	play_media	media control. play media
play 90s rap.	MEDIACONTROL	play_media	media control. play media
play music by Selena Gomez.	MEDIACONTROL	play_media	media control. play media
play good old days.	MEDIACONTROL	play_media	media control. play media
play the 100.	MEDIACONTROL	play_media	media control. play media
10% volume.	MEDIACONTROL	set_volume	media control. set volume
play the sound of silence by disturbed.	MEDIACONTROL	play_media	media control. play media
call carolyn.	COMMUNICATION	make_call	communication. make call
play closer by The Chainsmokers.	MEDIACONTROL	play_media	media control. play media
turn up the lamp.	HOMEAUTOMATION	turn_up	home automation. turn up
turn off the candle warmer.	HOMEAUTOMATION	turn_off	home automation. turn off
play 103.5.	MEDIACONTROL	play_media	media control. play media
play perry como.	MEDIACONTROL	play_media	media control. play media
turn off fireplace lights.	HOMEAUTOMATION	turn_off	home automation. turn off
play enya music.	MEDIACONTROL	play_media	media control. play media
hey cortana set a timer for 20 minutes.	ALARM	set_timer	alarm. set timer
play radio mirchi.	MEDIACONTROL	play_media	media control. play media
what do you think about siri?	OTHER	other	other. other
set the temperature to 70.	HOMEAUTOMATION	set_device	home automation. set device
volume at 15%.	MEDIACONTROL	set_volume	media control. set volume
volume at 60%.	MEDIACONTROL	set_volume	media control. set volume
start a timer for 45 minutes.	ALARM	set_timer	alarm. set timer
what's the temperature in atlanta?	WEATHER	weather_default	weather. weather default
wake me up at 5:55.	ALARM	set_alarm	alarm. set alarm
play studio ghibli music.	MEDIACONTROL	play_media	media control. play media
play classical radio on shuffle.	MEDIACONTROL	play_media	media control. play media
wake me up at 5 in the morning.	ALARM	set_alarm	alarm. set alarm
i don't.	OTHER	other	other. other
what's the latest sports news?	OTHER	other	other. other
play hailee steinfeld.	MEDIACONTROL	play_media	media control. play media
play toby keith.	MEDIACONTROL	play_media	media control. play media
can you please play?	MEDIACONTROL	play_media	media control. play media
set an alarm for 1:30 AM.	ALARM	set_alarm	alarm. set alarm
play russian radio.	MEDIACONTROL	play_media	media control. play media
play piano guys on iheartradio.	MEDIACONTROL	play_media	media control. play media
set volume at 40%.	MEDIACONTROL	set_volume	media control. set volume
ask hp printer to print today's comics.	OTHER	other	other. other
play your favorite song.	MEDIACONTROL	play_media	media control. play media
turn off reminder.	REMINDER	turn_off_reminder	reminder. turn off reminder
play Havana on spotify.	MEDIACONTROL	play_media	media control. play media
play Nicky Jam.	MEDIACONTROL	play_media	media control. play media
play night rain.	MEDIACONTROL	play_media	media control. play media
play espn radio on tunein.	MEDIACONTROL	play_media	media control. play media
play 96.3.	MEDIACONTROL	play_media	media control. play media
play eagles music.	MEDIACONTROL	play_media	media control. play media
play josh groban on iheartradio.	MEDIACONTROL	play_media	media control. play media
set volume to 75%.	MEDIACONTROL	set_volume	media control. set volume
dim the lights to 50%.	HOMEAUTOMATION	turn_down	home automation. turn down
play deep house.	MEDIACONTROL	play_media	media control. play media
play Alabama Christmas.	MEDIACONTROL	play_media	media control. play media
set alarm for 7:30 am tomorrow.	ALARM	set_alarm	alarm. set alarm
play a music.	MEDIACONTROL	play_media	media control. play media
play heartstrings.	MEDIACONTROL	play_media	media control. play media
play cole swindell.	MEDIACONTROL	play_media	media control. play media
play music off.	MEDIACONTROL	stop	media control. stop
where is the temperature outside?	WEATHER	weather_default	weather. weather default
turn on colorroom.	HOMEAUTOMATION	turn_on	home automation. turn on
call steven peak on skype.	COMMUNICATION	make_call	communication. make call
play wildest dreams by taylor swift.	MEDIACONTROL	play_media	media control. play media
play chill playlist.	MEDIACONTROL	play_media	media control. play media
play 90s pop.	MEDIACONTROL	play_media	media control. play media
play peter sutera.	MEDIACONTROL	play_media	media control. play media
play soft piano.	MEDIACONTROL	play_media	media control. play media
play we are the dinosaurs.	MEDIACONTROL	play_media	media control. play media
turn off cortana.	ONDEVICE	close_application	on device. close application
are you hungry?	OTHER	other	other. other
stop playing christmas music.	MEDIACONTROL	stop	media control. stop
project.	OTHER	other	other. other
play merengue.	MEDIACONTROL	play_media	media control. play media
what temperature is outside?	WEATHER	weather_default	weather. weather default
play the band.	MEDIACONTROL	play_media	media control. play media
play christian radio.	MEDIACONTROL	play_media	media control. play media
play some soul music.	MEDIACONTROL	play_media	media control. play media
set my alarm for 10 o'clock.	ALARM	set_alarm	alarm. set alarm
turn all lights on.	HOMEAUTOMATION	turn_on	home automation. turn on
vacation.	OTHER	other	other. other
set an alarm for 10:45.	ALARM	set_alarm	alarm. set alarm
play black eyed peas.	MEDIACONTROL	play_media	media control. play media
read my reminder.	REMINDER	read_aloud	reminder. read aloud
play 94.1 wip.	MEDIACONTROL	play_media	media control. play media
what's the traffic like on the way to work?	PLACES	places_default	places. places default
play Driving tracks.	MEDIACONTROL	play_media	media control. play media
play some music on iheartradio.	MEDIACONTROL	play_media	media control. play media
play christmas piano music.	MEDIACONTROL	play_media	media control. play media
skip the track.	MEDIACONTROL	skip_forward	media control. skip forward
what's traffic like to work?	PLACES	places_default	places. places default
this morning.	OTHER	other	other. other
play the fray.	MEDIACONTROL	play_media	media control. play media
play some mellow music.	MEDIACONTROL	play_media	media control. play media
set an alarm for 4 minutes.	ALARM	set_alarm	alarm. set alarm
